Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
439020,487-зд от 31.08.2022,ооо 'специализированный застройщик 'легенда большого проспекта в.о.',7810705964,ооо 'специализированный застройщик 'легенда большого проспекта в.о.',7810705964,василеостровский,"санкт-петербург, 20-21 линия в.о. от большого пр.в.о. до среднего пр.в.о",огранич.движения,работы по размещению временного ограждения и пешеходной галереи,20220903,20250409,20221227,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=555560&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439020&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484555&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189217&p3=238&p4=439020,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83080&p3=70&p4=439020,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439020&msk=0&t=1
439077,492-зд от 01.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,выборгский,"большой сампсониевский пр. от 1-го муринского пр. до кантемировской ул., включая перекресток с ул.капитана воронина)",огранич.движения,работы по строительству газопровода,20220905,20221023,20221024,"(этапы 1.1, 1.2, 1.3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=555824&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439077&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484635&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189455&p3=234&p4=439077,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83150&p3=56&p4=439077,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439077&msk=0&t=1
439079,490-зд от 01.09.2022,ооо 'строительная компания бриз',7813188168,ооо 'строительная компания бриз',7813188168,центральный,лиговский пр. от кузнечного пер. до лиговского пер.),огранич.движения,работы по прокладке канализации,20220909,20220912,20220914,на срок с 22:00 09.09.2022 до 07:00 12.09.2022,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=555848&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439079&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484601&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189689&p3=234&p4=439079,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83206&p3=51&p4=439079,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439079&msk=0&t=1
439081,491-зд от 01.09.2022,спб гку 'дирекция заказчика',7825459800,ооо 'возрождение петербурга',7825078297,центральный,солдатский пер. у д.1/23),огранич.движения,работы по размещению пешеходной галереи при ремонте фасада здания,20220905,20231230,20240109,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=556427&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439081&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484563&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189923&p3=238&p4=439081,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83257&p3=70&p4=439081,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439081&msk=0&t=1
439256,495-зд от 06.09.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,московский,пулковское шоссе от дунайского пр. до петербургского шоссе),огранич.движения,работы по ремонту дорожного покрытия,20220911,20221023,20221025,(этапы 1-8 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557435&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439256&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484630&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190161&p3=258&p4=439256,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83327&p3=102&p4=439256,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439256&msk=0&t=1
439263,494-зд от 06.09.2022,гуп 'тэк спб',7830001028,гуп 'тэк спб',7830001028,кировский,автомобильная ул. от пр.стачек до пр.народного ополчения),огранич.движения,работы по реконструкции тепловых сетей,20220923,20221014,20230128,"(этапы 2.1, 3, 4 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557436&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439263&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e506202&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190419&p3=234&p4=439263,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83429&p3=53&p4=439263,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439263&msk=0&t=1
439264,493-зд от 06.09.2022,ооо 'скн нвк',7838057216,ооо 'скн нвк',7838057216,московский,малая митрофаньевская ул. от митрофаньевского шоссе до западного митрофаньевского проезда),полное закрытие дв,работы по прокладке тепловой сети,20220915,20220929,20221010,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557438&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439264&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507096&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190653&p3=234&p4=439264,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83482&p3=53&p4=439264,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439264&msk=0&t=1
439303,500-зд от 06.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,пушкинский,соболевская дор. (посёлок александровская) от старо-красносельской дороги до земледельческой ул.),огранич.движения,работы по строительству газопровода,20220912,20220921,20220922,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557445&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439303&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e438709&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190887&p3=234&p4=439303,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83535&p3=55&p4=439303,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439303&msk=0&t=1
439309,496-зд от 06.09.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,приморский,богатырский пр. от туристской ул. до яхтенной ул.),огранич.движения,работы по ремонту дорожного покрытия,20220912,20220927,20220928,(этапы 1-9 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557439&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439309&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484633&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=191121&p3=234&p4=439309,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83590&p3=58&p4=439309,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439309&msk=0&t=1
439318,498-зд от 06.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,красносельский,"санкт-петербург, перекресток константиновского пер. и константиновской ул",полное закрытие дв,работы по прокладке газопровода,20220925,20221026,20221111,на срок с 09:00 25.09.2022 по 26.09.2022 (этап 1.3) и с 25.10.2022 по 26.10.2022 (этап 2.1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557450&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439318&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e438584&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=191355&p3=234&p4=439318,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83648&p3=53&p4=439318,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439318&msk=0&t=1
439334,497-зд от 06.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,красногвардейский,ул.громова у д.8 от рижской ул. до гранитной ул.),полное закрытие дв,работы по ремонту инженерных коммуникаций,20220915,20220917,20220923,(этап 1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557455&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439334&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507394&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=191589&p3=234&p4=439334,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83701&p3=53&p4=439334,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439334&msk=0&t=1
439335,499-зд от 06.09.2022,"спбгуп, санкт-петербургский гуманитарный университет профсоюзов",7816002340,"спбгуп, санкт-петербургский гуманитарный университет профсоюзов",7816002340,приморский,"/лесная ул. (г.санкт-петербург,ольгино) от ключевого пр. до юнтоловской ул.)",полное закрытие дв,работы по прокладке газопровода,20220910,20221005,20221005,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557458&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439335&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507059&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=191823&p3=234&p4=439335,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83754&p3=58&p4=439335,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439335&msk=0&t=1
439380,503-зд от 07.09.2022,спб гку 'додд',7801145804,спб гку 'додд',7801145804,петроградский,"санкт-петербург, перекресток морского пр. и петроградской ул",огранич.движения,работы по устройству светофорного объекта,20220912,20221015,20221025,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557770&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439380&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507545&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=192057&p3=259&p4=439380,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83812&p3=154&p4=439380,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439380&msk=0&t=1
439415,504-зд от 07.09.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,приморский,приморское шоссе от лахтинского моста до путепровода в пос.лисий нос; лахтинский пр.),огранич.движения,работы по ремонту дорожного покрытия,20220910,20221015,20221025,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557442&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439415&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484841&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=192316&p3=541&p4=439415,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=83966&p3=917&p4=439415,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439415&msk=0&t=1
439429,502-зд от 07.09.2022,ооо 'светоч',7816044527,ооо 'светоч',7816044527,пушкинский,детскосельский бульв. (г.пушкин) у д.8),огранич.движения,работы по устройству въезда-выезда,20220914,20220927,20220928,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557772&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439429&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e507452&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=192857&p3=234&p4=439429,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=84883&p3=53&p4=439429,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439429&msk=0&t=1
439430,501-зд от 07.09.2022,спб гку 'фкср',7809025523,ооо 'суар-групп',7802270195,колпинский,тверская ул. (г.колпино) у д.13 от тосненского пер. до наб.комсомольского канала),полное закрытие дв,работы по прокладке инженерных сетей,20220917,20220918,20220920,на срок с 06:00 17.09.2022 по 18.09.2022,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557449&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439430&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e505727&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193091&p3=238&p4=439430,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=84936&p3=72&p4=439430,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439430&msk=0&t=1
439481,505-зд от 09.09.2022,ооо 'петроцентр',7841457408,ооо 'петроцентр',7841457408,петроградский,каменноостровский пр. от наб.реки карповки до ул.профессора попова; ул.профессора попова; наб.реки карповки),огранич.движения,работы по размещению пешеходной галереи,20220914,20241013,-,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557775&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439481&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e507564&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193329&p3=252&p4=439481,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85008&p3=125&p4=439481,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439481&msk=0&t=1
439489,506-зд от 09.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,красносельский,"1-я линия (г.красное село,садоводство северная верфь) от авиационной ул. до тупика; авиационная ул. от зеленой ул. до ленинградской ул.)",полное закрытие дв,работы по строительству газопровода,20220919,20230116,20230117,(этапы 1 и 2 последовательно) и с 12.01.2023 по 16.01.2023 (этап 3),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557778&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439489&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507548&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193581&p3=279&p4=439489,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85133&p3=239&p4=439489,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439489&msk=0&t=1
439497,512-зд от 09.09.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,петродворцовый,заводская ул. (г.ломоносов) у д.16 от заводского пер. до полевой ул.),огранич.движения,работы по строительству инженерных сетей,20220915,20220921,20220922,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557858&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439497&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e438839&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193860&p3=234&p4=439497,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85372&p3=52&p4=439497,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439497&msk=0&t=1
439501,513-зд от 09.09.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,курортный,железнодорожная ул. (посёлок белоостров) от инструментальной ул. до кольцевой ул.),полное закрытие дв,работы по строительству инженерных сетей,20220917,20220923,20221004,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557859&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439501&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e438722&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194094&p3=234&p4=439501,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85424&p3=55&p4=439501,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439501&msk=0&t=1
439503,507-зд от 09.09.2022,спб гбу 'мостотрест',7806215195,ооо 'артстройгрупп',7814547740,красногвардейский,_индустриальный путепровод,огранич.движения,работы по ремонту дорожного покрытия,20221010,20221030,20221102,"на срок с 23:00 10.10.2022 до 23:00 30.10.2022 (этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557861&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439503&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507538&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194328&p3=234&p4=439503,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85479&p3=55&p4=439503,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439503&msk=0&t=1
439530,510-зд от 09.09.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,курортный,"санкт-петербург, проезд без названия от зоологической ул. до ул.коммунаров",полное закрытие дв,работы по строительству инженерных сетей,20220921,20221004,20221010,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557909&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439530&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e438840&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194562&p3=234&p4=439530,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85534&p3=53&p4=439530,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439530&msk=0&t=1
439531,511-зд от 09.09.2022,спб гку 'дирекция заказчика',7825459800,ао 'фасадремстрой',7830000352,центральный,ул.некрасова у д.30 по ул.маяковского),огранич.движения,работы по ремонту фасада,20220915,20240501,20240506,(этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558025&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439531&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507518&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194796&p3=234&p4=439531,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85587&p3=49&p4=439531,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439531&msk=0&t=1
439561,514-зд от 09.09.2022,шакутин к.в,472001296021,шакутин к.в,472001296021,фрунзенский,лиговский пр. у д.251 от прилукской ул. до расстанной ул.),огранич.движения,работы по размещению временного ограждения,20220914,20231011,20231214,(этапы 1-3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558028&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439561&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507639&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=195030&p3=234&p4=439561,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85636&p3=53&p4=439561,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439561&msk=0&t=1
439571,509-зд от 09.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,выборгский,ярославский пр. у ул.сергея марго),полное закрытие дв,работы по строительству газопровода,20220919,20220923,20220926,(этап 4.1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558186&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439571&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e506561&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=195264&p3=243&p4=439571,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85689&p3=89&p4=439571,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439571&msk=0&t=1
439572,508-зд от 09.09.2022,спб гку 'фкср',7809025523,ао 'монолитстрой',7830001839,калининский,ул.ольги форш от пр.просвещения до учительской ул.),полное закрытие дв,работы по прокладке газопровода,20220915,20221009,20221014,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558185&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439572&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507624&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=195507&p3=234&p4=439572,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85778&p3=56&p4=439572,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439572&msk=0&t=1
439711,519-зд от 12.09.2022,санкт-петербургская академия следственного комитета,7838055610,ооо 'рк 'ингрия',7806490191,адмиралтейский,наб.р.мойки и ул.декабристов у д.96 по наб.реки мойки),огранич.движения,работы по размещению пешеходной галереи и строительных лесов,20220915,20240430,20240506,(этапы 1-4 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=557856&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439711&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484874&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=195741&p3=243&p4=439711,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85834&p3=88&p4=439711,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439711&msk=0&t=1
439730,515-зд от 12.09.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,красногвардейский,"свердловская наб. от малоохтинского моста до пискарёвского пр., включая перекресток с пискарёвским пр.)",огранич.движения,работы по ремонту дорожного покрытия,20220917,20221005,20221116,на срок с 17.09.2022 до 23:00 05.10.2022 (этапы 1-7 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559831&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439730&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484844&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=195984&p3=250&p4=439730,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=85922&p3=117&p4=439730,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439730&msk=0&t=1
439735,517-зд от 12.09.2022,спб гку 'додд',7801145804,спб гку 'додд',7801145804,московский,"санкт-петербург, перекресток пр.юрия гагарина и бассейной ул",огранич.движения,работы по реконструкции светофорного объекта,20220915,20221015,20221101,"(этапы 4.2, 4.1, 1, 2, 3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558684&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439735&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507644&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=196234&p3=243&p4=439735,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86039&p3=90&p4=439735,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439735&msk=0&t=1
439746,518-зд от 12.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,петродворцовый,ул.попова (посёлок стрельна) от ул.лодыгина до санкт-петербургского шоссе),полное закрытие дв,работы по прокладке газопровода,20221010,20221211,20221220,(этап 1) и с 05.12.2022 по 11.12.2022 (этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559830&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439746&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484817&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=196477&p3=234&p4=439746,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86129&p3=52&p4=439746,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439746&msk=0&t=1
439748,516-зд от 12.09.2022,ооо 'ск 'орион плюс',4703037072,ооо 'ск 'орион плюс',4703037072,приморский,"санкт-петербург, перекресток шуваловского пр. и богатырского пр",полное закрытие дв,работы по ремонту дороги,20220916,20230401,20230403,(этап 3),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558682&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439748&t=1,не ордер гати,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=196711&p3=247&p4=439748,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86181&p3=113&p4=439748,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439748&msk=0&t=1
439774,526-зд от 14.09.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,петродворцовый,ул.плеханова (посёлок стрельна) от ул.тургенева до ул.достоевского),полное закрытие дв,работы по прокладке инженерных сетей,20220924,20221003,20221010,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558534&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439774&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e438858&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=196958&p3=234&p4=439774,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86294&p3=52&p4=439774,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439774&msk=0&t=1
